product_type,product_name,product_price,product_brand,product_model,product_screen,product_screenres,product_response,product_brightness,product_refresh,product_screentype,product_connection,product_dimensions,product_weight
Monitoren,"HP EliteDisplay E272q","459,-","HP","M1P04AT","27 inch","2560 x 1440 pixels","7 ms","None","60 Hz","IPS paneel","HDMI, VGA, DisplayPort, USB-type A","64,32 cm x 4,8 cm x 39,25 cm","6 kg"
Monitoren,"BenQ BL2423PT","203,95","BenQ","9H.LFSLA.TBE","24 inch","1920 x 1080 pixels","6 ms","None","75 Hz","IPS paneel","VGA, DVI, DisplayPort, Hoofdtelefoon, USB-type A","56,32 cm x 23,95 cm x 52,49 cm","4,1 kg"
Monitoren,"iiyama TH5565MIS-B1AG","1.809,-","Iiyama","TH5565MIS-B1AG","55 inch","1920 x 1080 pixels","12 ms","None","76 Hz","IPS paneel","HDMI, VGA, USB-type A","126,5 cm x 7,2 cm x 73,7 cm","37,5 kg"
Monitoren,"LG 24BK55WY-B","259,-","LG","24BK55WY-B.AEU","24 inch","1920 x 1200 pixels","5 ms","None","75 Hz","TN paneel","VGA, DVI, DisplayPort, Hoofdtelefoon, USB-type A","5,58 cm x 2,39 cm x 3,95 cm","5,4 kg"
Monitoren,"BenQ GL2450HM","149,-","BenQ","9H.L7CLB.RBE","24 inch","1920 x 1080 pixels","2 ms","None","60 Hz","TN paneel","HDMI, VGA, DVI","57,9 cm x 17,9 cm x 43,7 cm","4,1 kg"
Monitoren,"iiyama G-Master Red Eagle GB2788HS-B2","359,-","Iiyama","GB2788HS-B2","27 inch","1920 x 1080 pixels","1 ms","None","144 Hz","TN paneel","HDMI, DVI, DisplayPort","64,35 cm x 23 cm x 41,2 cm","6,9 kg"
Monitoren,"HP Z30i","1.359,-","HP","D7P94AT#ABB","30 inch","2560 x 1600 pixels","8 ms","None","60 Hz","IPS paneel","HDMI, VGA, DVI, DisplayPort","69,03 cm x 60,1 cm x 26,64 cm","9,96 kg"
Monitoren,"LG 34UM69G","499,-","LG","34UM69G-B.AEU","34 inch","2560 x 1080 pixels","1 ms","None","75 Hz","IPS paneel","HDMI, DisplayPort, USB-type C","82,8 cm x 27,9 cm x 37 cm","8,5 kg"
Monitoren,"LG 24BK750Y-B","269,-","LG","24BK750Y-B.AEU","24 inch","1920 x 1080 pixels","5 ms","None","75 Hz","IPS paneel","HDMI, DVI, DisplayPort, Hoofdtelefoon, USB-type A","5,385 cm x 2,769 cm x 5,232 cm","6,2 kg"
Monitoren,"BenQ Zowie XL2540","499,-","BenQ","9H.LFNLB.QBE","25 inch","1920 x 1080 pixels","1 ms","None","240 Hz","TN paneel","HDMI, DVI, DisplayPort, Hoofdtelefoon, USB-type A","56,994 cm x 22,6 cm x 51,543 cm","7,5 kg"
Monitoren,"Samsung LC34F791WQUXEN","932,-","Samsung","LC34F791WQUXEN","34 inch","3440 x 1440 pixels","4 ms","None","100 Hz","VA paneel","HDMI, DisplayPort, USB-type A","80,87 cm x 16,7 cm x 36,28 cm","6,1 kg"
Monitoren,"iiyama TH5565MIS-B1AG","1.809,-","Iiyama","TH5565MIS-B1AG","55 inch","1920 x 1080 pixels","12 ms","None","76 Hz","IPS paneel","HDMI, VGA, USB-type A","126,5 cm x 7,2 cm x 73,7 cm","37,5 kg"
Monitoren,"Samsung LS25HG50FQUXEN","299,-","Samsung","LS25HG50FQUXEN","25 inch","1920 x 1080 pixels","1 ms","None","144 Hz","TN paneel","HDMI, DisplayPort, Hoofdtelefoon","57,05 cm x 28,07 cm x 52,72 cm","5,4 kg"
Monitoren,"Samsung LC27H580FDUXEN","299,-","Samsung","LC27H580FDUXEN","27 inch","1920 x 1080 pixels","4 ms","None","60 Hz","VA paneel","HDMI, VGA, DisplayPort, Hoofdtelefoon","61,42 cm x 27,04 cm x 45,73 cm","4,2 kg"
Monitoren,"LG 24BK550Y-B","189,-","LG","24BK550Y-B.AEU","24 inch","1920 x 1080 pixels","5 ms","None","75 Hz","IPS paneel","HDMI, VGA, DVI, DisplayPort, Hoofdtelefoon, USB-type A","5,537 cm x 2,388 cm x 3,835 cm","5,7 kg"
Monitoren,"iiyama ProLite LE3240S-B1","319,-","Iiyama","LE3240S-B1","32 inch","1920 x 1080 pixels","8 ms","None","60 Hz","IPS paneel","HDMI, VGA, DVI, Hoofdtelefoon, USB-type A","72,65 cm x 42,52 cm x 6,35 cm","5,2 kg"
Monitoren,"Eizo FlexScan EV2750-BK","769,-","Eizo","EV2750-BK","27 inch","2560 x 1440 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, DVI, DisplayPort, USB-type A","61 cm x 24,5 cm x 54,5 cm","7,9 kg"
Monitoren,"LG 17MB15T","259,-","LG","17MB15T","17 inch","1280 x 1024 pixels","5 ms","None","60 Hz","TN paneel","VGA","37 cm x 9,5 cm x 31,5 cm","3,3 kg"
Monitoren,"LG 24BK55WY-B","259,-","LG","24BK55WY-B.AEU","24 inch","1920 x 1200 pixels","5 ms","None","75 Hz","TN paneel","VGA, DVI, DisplayPort, Hoofdtelefoon, USB-type A","5,58 cm x 2,39 cm x 3,95 cm","5,4 kg"
Monitoren,"iiyama ProLite T2435MSC-B2","399,-","Iiyama","T2435MSC-B2","24 inch","1920 x 1080 pixels","6 ms","None","60 Hz","VA paneel","HDMI, DVI, DisplayPort, USB-type A","57,1 cm x 4,45 cm x 34,75 cm","6,2 kg"
Monitoren,"Philips Brilliance 349X7FJEW","799,-","Philips","349X7FJEW/00","34 inch","3440 x 1440 pixels","4 ms","None","60 Hz","VA paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A","8,1 cm x 1,92 cm x 4,44 cm","8,21 kg"
Monitoren,"BenQ GL2450HM","149,-","BenQ","9H.L7CLB.RBE","24 inch","1920 x 1080 pixels","2 ms","None","60 Hz","TN paneel","HDMI, VGA, DVI","57,9 cm x 17,9 cm x 43,7 cm","4,1 kg"
Monitoren,"iiyama ProLite LE4340S-B1","499,-","Iiyama","LE4340S-B1","43 inch","1920 x 1080 pixels","8 ms","None","60 Hz","VA paneel","HDMI, VGA, DVI, Hoofdtelefoon, USB-type A","96,8 cm x 6,1 cm x 55,95 cm","8,7 kg"
Monitoren,"Eizo ColorEdge CG2730","1.669,-","Eizo","CG2730","27 inch","2560 x 1440 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, DVI, DisplayPort, USB-type A","64 cm x 25 cm x 56 cm","8,9 kg"
Monitoren,"LG 27UD69","459,-","LG","27UD69-W.AEU","27 inch","3840 x 2160 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort","61,5 cm x 20,9 cm x 45,49 cm","5 kg"
Monitoren,"Acer KG271bmiix","189,-","Acer","UM.HX1EE.027","27 inch","1920 x 1080 pixels","1 ms","None","75 Hz","None","HDMI, VGA","61,4 cm x 23,2 cm x 46,5 cm","5,62 kg"
Monitoren,"Acer KG221Qbmix","129,-","Acer","UM.WX1EE.005","21,5 inch","1920 x 1080 pixels","1 ms","None","75 Hz","TN paneel","HDMI, VGA","50,8 cm x 18,9 cm x 40,6 cm","3,36 kg"
Monitoren,"Acer SA220Qbid","119,-","Acer","UM.WS0EE.002","21,5 inch","1920 x 1080 pixels","4 ms","None","60 Hz","IPS paneel","HDMI, VGA, DVI","49,8 cm x 3,6 cm x 30,2 cm","2,5 kg"
Monitoren,"Acer KG271Abmidpx","289,-","Acer","UM.HX1EE.A05","27 inch","1920 x 1080 pixels","1 ms","None","144 Hz","TN paneel","HDMI, DVI, DisplayPort","61,4 cm x 23,2 cm x 45,5 cm","5,79 kg"
Monitoren,"Acer SA270bid","199,-","Acer","UM.HS0EE.001","27 inch","1920 x 1080 pixels","4 ms","None","60 Hz","IPS paneel","HDMI, VGA, DVI","62,1 cm x 3,6 cm x 37,2 cm","3,2 kg"
Monitoren,"Samsung C24FG70","349,-","Samsung","LC24FG70FQUXEN","24 inch","1920 x 1080 pixels","1 ms","None","144 Hz","VA paneel","HDMI, DisplayPort, Hoofdtelefoon","54,5 cm x 38,64 cm x 52,99 cm","5,2 kg"
Monitoren,"LG 34UM68-P","369,-","LG","34UM68-P","34 inch","2560 x 1080 pixels","5 ms","None","75 Hz","IPS paneel","HDMI, DisplayPort","83 cm x 23,8 cm x 43 cm","8 kg"
Monitoren,"Samsung S24E450B","169,-","Samsung","LS24E45KBSV/EN","24 inch","1920 x 1080 pixels","5 ms","None","60 Hz","TN paneel","VGA, DVI","56,54 cm x 22,4 cm x 48,68 cm","5,87 kg"
Monitoren,"Asus VS247HR","129,-","Asus","90LME2301T02231C","24 inch","1920 x 1080 pixels","2 ms","None","60 Hz","TN paneel","HDMI, VGA, DVI","56,18 cm x 20 cm x 41 cm","4,2 kg"
Monitoren,"AOC E2470SWH","109,-","AOC","E2470SWH","24 inch","1920 x 1080 pixels","1 ms","None","60 Hz","TN paneel","HDMI, VGA, DVI, Hoofdtelefoon","55,14 cm x 2,21 cm x 40,04 cm","3,58 kg"
Monitoren,"Dell Ultrasharp U2414H","249,-","Dell","210-ADUL","24 inch","1920 x 1080 pixels","8 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A","53,91 cm x 18,5 cm x 48,58 cm","5,76 kg"
Monitoren,"Acer SA240Ybid","149,-","Acer","UM.QS0EE.001","23,8 inch","1920 x 1080 pixels","4 ms","None","60 Hz","IPS paneel","HDMI, VGA, DVI","54 cm x 3,6 cm x 32,3 cm","2,85 kg"
Monitoren,"LG 27UD88","599,-","LG","27UD88","27 inch","3840 x 2160 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A, USB-type C","61,5 cm x 20,5 cm x 42,42 cm","6,2 kg"
Monitoren,"Dell UltraSharp U2412M","269,-","Dell","210-AGYH","24 inch","1920 x 1200 pixels","8 ms","None","60 Hz","IPS paneel","VGA, DVI, DisplayPort, USB-type A","55,6 cm x 6,5 cm x None","4 kg"
Monitoren,"Samsung LC27H711QEUXEN","499,-","Samsung","LC27H711QEUXEN","27 inch","2560 x 1440 pixels","4 ms","None","60 Hz","VA paneel","HDMI, DisplayPort","61,42 cm x 27,63 cm x 46,2 cm","5,3 kg"
Monitoren,"Samsung LC27HG70QQUXEN","699,-","Samsung","LC27HG70QQUXEN","27 inch","2560 x 1440 pixels","1 ms","None","144 Hz","VA paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A","39,07 cm x 62,48 cm x 55,67 cm","6,3 kg"
Monitoren,"Samsung LS24E45UFS/EN","179,-","Samsung","LS24E45UFS/EN","24 inch","1920 x 1080 pixels","5 ms","None","60 Hz","TN paneel","HDMI, VGA, DVI, USB, USB-type A","3,62 cm x 2,24 cm x 5,65 cm","5,1 kg"
Monitoren,"Philips 288P6LJEB","409,-","Philips","288P6LJEB/00","28 inch","3840 x 2160 pixels","1 ms","None","60 Hz","TN paneel","HDMI, VGA, DVI, DisplayPort, USB-type A","65,9 cm x 27,3 cm x 57,3 cm","8,04 kg"
Monitoren,"Acer BE240Ybmjjpprzx","239,-","Acer","UM.QB0EE.006","24 inch","1920 x 1080 pixels","6 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, Hoofdtelefoon, USB, USB-type A","5,166 cm x 0,21 cm x 5,4 cm","6,25 kg"
Monitoren,"LG 34UM88C","599,-","LG","34UM88C","34 inch","3440 x 1440 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, USB-type A","82,99 cm x 25,24 cm x None","8,4 kg"
Monitoren,"Asus MX279H","289,-","Asus","90LMGD051R010O1C","27 inch","1920 x 1080 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, VGA","62,26 cm x 22,52 cm x 44,13 cm","5,2 kg"
Monitoren,"Asus ROG Swift PG348Q","1.199,-","Asus","90LM02A0-B01370","34 inch","3440 x 1440 pixels","5 ms","None","100 Hz","IPS paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A","82,9 cm x 29,7 cm x 55,8 cm","14,9 kg"
Monitoren,"HP EliteDisplay E240c","241,95","HP","M1P00AT","24 inch","1920 x 1080 pixels","7 ms","None","60 Hz","IPS paneel","HDMI, VGA, DisplayPort, USB-type A","56,39 cm x 4,91 cm x 38,39 cm","6,3 kg"
Monitoren,"Dell P2418HZ","329,-","Dell","P2418HZ","24 inch","1920 x 1080 pixels","6 ms","None","60 Hz","IPS paneel","HDMI, VGA, DisplayPort, USB-type A","54,98 cm x 18 cm x 37,56 cm","6,12 kg"
Monitoren,"AOC Agon AG352UCG","899,-","AOC","AG352UCG","35 inch","3440 x 1440 pixels","3 ms","None","100 Hz","MVA paneel","HDMI, DisplayPort, USB-type A","84,7 cm x 26,6 cm x 58,7 cm","11,8 kg"
Monitoren,"BenQ PD3200U","899,-","BenQ","9H.LF9LA.TBE","32 inch","3840 x 2160 pixels","4 ms","None","75 Hz","IPS paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A","74 cm x 21,3 cm x 49 cm","12,5 kg"
Monitoren,"BenQ SW320","1.399,-","BenQ","9H.LFVLB.QBE","32 inch","3840 x 2160 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, VGA, DisplayPort, USB-type A","75,9 cm x 34 cm x 66,36 cm","20 kg"
Monitoren,"Acer XR342CKbmijphuzx","1.049,-","Acer","UM.CX2EE.005","34 inch","3440 x 1440 pixels","4 ms","None","100 Hz","IPS paneel","HDMI, DisplayPort, USB-type C","81,62 cm x 12,47 cm x 36,77 cm","6,55 kg"
Monitoren,"Acer H277HUkmipuz Goud","549,-","Acer","UM.HH7EE.017","27 inch","2560 x 1440 pixels","4 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, USB-type A, USB-type C","61,3 cm x 21,7 cm x 43,9 cm","4,1 kg"
Monitoren,"Acer KA220HQbid","99,-","Acer","UM.WX0EE.001","22 inch","1920 x 1080 pixels","5 ms","None","60 Hz","TN paneel","HDMI, VGA","50,8 cm x 16,4 cm x 40,2 cm","2,7 kg"
Monitoren,"Asus PB287Q","419,-","Asus","90LM00R0-B02170","28 inch","3840 x 2160 pixels","1 ms","None","60 Hz","TN paneel","HDMI, DisplayPort, Hoofdtelefoon","66 cm x 22 cm x 41,4 cm","7,9 kg"
Monitoren,"Dell UltraSharp UP2716D","718,-","Dell","210-AGTR","27 inch","2560 x 1440 pixels","6 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A","61,14 cm x 20,03 cm x 36,25 cm","4,5 kg"
Monitoren,"Eizo FlexScan EV3237-GY","1.259,-","Eizo","EV3237-GY","32 inch","3840 x 2160 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, DVI, DisplayPort, Hoofdtelefoon, USB-type A","73 cm x 25 cm x 58 cm","10,6 kg"
Monitoren,"LG 32UD99","1.099,-","LG","32UD99-W.AEU","31,5 inch","3840 x 2160 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, USB-type A, USB-type C","71,38 cm x 25,92 cm x 48,54 cm","8,8 kg"
Monitoren,"BenQ IL 420","1.499,-","BenQ","9H.F07PQ.NA2","42 inch","1920 x 1080 pixels","5 ms","None","60 Hz","TN paneel","HDMI, VGA, DVI, DisplayPort, USB-type A","98,1 cm x 12,1 cm x 57,1 cm","23 kg"
Monitoren,"Eizo FlexScan EV2780-WT","949,-","Eizo","EV2780-WT","27 inch","2560 x 1440 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, DVI, DisplayPort, Hoofdtelefoon, USB-type A, USB-type C","6,1 cm x 2,45 cm x 5,45 cm","8,1 kg"
Monitoren,"Asus MX34VQ","899,-","Asus","90LM02M0-B01170","34 inch","3440 x 1440 pixels","5 ms","None","100 Hz","VA paneel","HDMI, DisplayPort","81 cm x 24 cm x 46 cm","8,4 kg"
Monitoren,"Eizo FlexScan EV2451-WT","349,-","Eizo","EV2451-WT","24 inch","1920 x 1080 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, VGA, DVI, DisplayPort, USB-type A","19 cm x 53,8 cm x 32,3 cm","5,5 kg"
Monitoren,"Asus MX299Q","429,-","Asus","90LM0080-B01170","29 inch","2560 x 1080 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, DVI, DisplayPort","70,02 cm x 21,51 cm x 39,1 cm","5,5 kg"
Monitoren,"iiyama ProLite TE7568MIS-B1AG","3.499,-","Iiyama","TE7568MIS-B1AG","75 inch","3840 x 2160 pixels","8 ms","None","60 Hz","IPS paneel","HDMI, VGA, DisplayPort, USB-type A","176,35 cm x 1012,65 cm x 10,05 cm","56 kg"
Monitoren,"Acer XZ271bmijpphzx","349,-","Acer","UM.HX1EE.019","27 inch","1920 x 1080 pixels","4 ms","None","144 Hz","VA paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A","62 cm x 26,8 cm x 39,9 cm","11,4 kg"
Monitoren,"iiyama TH7067MIS-B2AG","2.849,-","Iiyama","TH7067MIS-B2AG","70 inch","1920 x 1080 pixels","5 ms","None","60 Hz","TN paneel","HDMI, VGA, DVI, Hoofdtelefoon, USB-type A","163,8 cm x 9,75 cm x 96,45 cm","50,5 kg"
Monitoren,"HP Z Display Z34c","1.109,-","HP","K1U77A4#ABB","34 inch","3440 x 1440 pixels","8 ms","None","60 Hz","VA paneel","HDMI, DisplayPort, USB-type A","95,08 cm x 19,72 cm x 47,71 cm","9,83 kg"
Monitoren,"Asus PA328Q","1.249,-","Asus","90LM00X0-B01370","32 inch","3840 x 2160 pixels","6 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A","73,44 cm x 24 cm x 61,5 cm","11,68 kg"
Monitoren,"HP EliteDisplay E271i","299,-","HP","D7Z72AT","27 inch","1920 x 1080 pixels","7 ms","None","60 Hz","IPS paneel","VGA, DVI, DisplayPort, USB-type A","64,2 cm x 27,85 cm x 53,21 cm","7,7 kg"
Monitoren,"Asus PA329Q","1.459,-","Asus","90LM02CC-B01370","32 inch","3840 x 2160 pixels","6 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A","73,44 cm x 24 cm x 61,5 cm","12,5 kg"
Monitoren,"Asus PA329Q","1.459,-","Asus","90LM02CC-B01370","32 inch","3840 x 2160 pixels","6 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A","73,44 cm x 24 cm x 61,5 cm","12,5 kg"
Monitoren,"Asus PA328Q","1.249,-","Asus","90LM00X0-B01370","32 inch","3840 x 2160 pixels","6 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A","73,44 cm x 24 cm x 61,5 cm","11,68 kg"
Monitoren,"HP EliteDisplay E271i","299,-","HP","D7Z72AT","27 inch","1920 x 1080 pixels","7 ms","None","60 Hz","IPS paneel","VGA, DVI, DisplayPort, USB-type A","64,2 cm x 27,85 cm x 53,21 cm","7,7 kg"
Monitoren,"LG 38UC99","1.399,-","LG","38UC99-W.AEU","38 inch","3840 x 1600 pixels","5 ms","None","75 Hz","IPS paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A, USB-type C","89,8 cm x 32 cm x None","9,83 kg"
Monitoren,"Samsung LS24D330H","149,-","Samsung","LS24D330HSX/EN","24 inch","1920 x 1080 pixels","1 ms","None","60 Hz","TN paneel","HDMI, VGA","56,9 cm x 19,7 cm x 41,72 cm","3,15 kg"
Monitoren,"Asus PG278QR","699,-","Asus","90LM00U3-B01370","27 inch","2560 x 1440 pixels","1 ms","None","165 Hz","TN paneel","HDMI, DisplayPort","62 cm x 23,8 cm x 55,3 cm","7 kg"
Monitoren,"LG 24MB35PH","179,-","LG","24MB35PH-B.AEU","24 inch","1920 x 1080 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, VGA, DVI","56,9 cm x 27,1 cm x 43,2 cm","5,5 kg"
Monitoren,"ST650K","1.789,-","BenQ","9H.F38TK.RA2","65 inch","3840 x 2160 pixels","8 ms","None","60 Hz","IPS paneel","HDMI, VGA, Hoofdtelefoon, USB-type A","146 cm x 8,8 cm x 84 cm","20 kg"
Monitoren,"Acer RT270bmid","259,-","Acer","UM.HR0EE.001","27 inch","1920 x 1080 pixels","4 ms","None","60 Hz","IPS paneel","HDMI, VGA, DVI","62,1 cm x 0,7 cm x 45,4 cm","6 kg"
Monitoren,"Eizo ColorEdge CS2730","1.059,-","Eizo","CS2730","27 inch","2560 x 1440 pixels","10 ms","None","60 Hz","IPS paneel","HDMI, DVI, DisplayPort, USB-type A","64 cm x 25 cm x 56 cm","8,98 kg"
Monitoren,"Dell Ultrasharp U3417W","969,-","Dell","U3417W","34 inch","3440 x 1440 pixels","8 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A","81,36 cm x 22,64 cm x 41,7 cm","10,4 kg"
Monitoren,"HP Envy 27s","529,-","HP","Y6K73AA#ABB","27 inch","3840 x 2160 pixels","5 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort","61,35 cm x 15,5 cm x 42,92 cm","5,51 kg"
Monitoren,"Acer ET430Kbmiippx","649,-","Acer","UM.ME0EE.008","43 inch","3840 x 2160 pixels","4 ms","None","60 Hz","IPS paneel","HDMI, DisplayPort, USB-type A","65,3 cm x 24,3 cm x 96,6 cm","12,36 kg"
Monitoren,"LG 34UC79G (+ Ghost Recon: Wildlands)","599,-","LG","34UC79G-B.AEUG","34 inch","2560 x 1080 pixels","5 ms","None","144 Hz","IPS paneel","HDMI, DisplayPort, Hoofdtelefoon, USB-type A","83,05 cm x 27,97 cm x 44,95 cm","8,6 kg"
Monitoren,"LG 34UC88-B","749,-","LG","34UC88-B","34 inch","3440 x 1440 pixels","5 ms","None","75 Hz","IPS paneel","HDMI, DisplayPort, USB-type A","81,6 cm x 23,8 cm x None","8,35 kg"
Monitoren,"Eizo FORIS FS2735","1.089,-","Eizo","FS2735-BK","27 inch","2560 x 1440 pixels","1 ms","None","144 Hz","IPS paneel","HDMI, DVI, DisplayPort, Hoofdtelefoon, USB-type A","62 cm x 20 cm x 39 cm","7,1 kg"
